시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
성북주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-262-5690
효성재가노인돌봄센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-324-0770
보은재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-957-0300
새강북재활요양센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-325-8889
누리노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-353-0388
무태재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-954-9591
효성소규모노인종합센터(삭제예정),대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-327-3200
가족사랑재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-311-1102
참사랑기억학교,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-710-1870
가가금호노인주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-314-1113
해성노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-744-5049
장인재가돌봄센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-323-3918
에셀재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-269-2183
꽃길재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-956-7767
지성재가노인요양센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-955-3897
공작재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-313-8856
(A플러스)큰가람재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-323-3240
한아름재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-384-4874
가은주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-314-9922
하나로재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,010-6365-9375
동천주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-215-6665
청인재가노인돌봄센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-762-8500
대구광역시 지정 행복누리기억학교,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-382-8310
임마누엘재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-939-5612
새나래방문요양센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-942-0114
안심재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-958-7700
사랑방재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-958-0883
하나메디칼,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-957-1116
하늘메디칼,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,070-4213-8823
가나안재가노인돌봄센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-322-2660
라이풀시니어케어센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-422-6263
마음재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-955-1082
북구중안노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-321-8855
정인재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-292-0015
봄봄노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-954-1230
밝은재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-311-7819
장원노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-982-4470
사랑채재활주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-314-7773
새봄더케어노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-952-5535
예가방문복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-311-1817
대구탑주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-323-9988
진주재가어르신복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-324-8889
선한노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-201-3355
안다미재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-314-7007
사랑재가요양복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-351-0361
예사랑재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-267-9111
둥지재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,010-3822-0700
노원참사랑노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-353-0102
누리케어,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,070-8614-2051
태양재가복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-322-8058
아름재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-312-8242
도남실버복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-322-7268
동산주간보호센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-981-5111
평안재가노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-311-4527
열린복지용구,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-285-0170
행복채움365노인복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-943-3365
스카이방문요양센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,070-8624-9987
세명복지센터,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-321-5585
모든의료기,대구광역시,북구,노인,재가노인복지시설,재가노인복지시설,053-263-7080
대구북구시니어클럽,대구광역시,북구,노인,노인일자리지원기관,노인일자리지원기관,053-341-4321
영락양로원,대구광역시,서구,노인,노인주거복지시설,양로시설,053-567-0657
앞산실버타운,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-716-4001
시니어재활요양센터,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-568-9988
참사랑인지마을,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-262-2770
샬롬노인종합센터,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-527-9990
동산마더홈요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-355-1115
서대구실버하우스,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-555-3800
보은노인전문요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-521-0741
하늘마루요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-554-8899
예람요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-527-5367
혜민노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-357-3469
하얀민들레노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-556-8800
참사랑노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-358-0100
민들레노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-643-3000
한신노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-222-9200
참사랑실버요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-567-0650
내고향노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양시설,053-556-9988
미소요양원,대구광역시,서구,노인,노인의료복지시설,노인요양공동생활가정,053-523-9988
서구시니어요양원2,대구광역시,서구,노인,노인의료복지시설,노인요양공동생활가정,053-566-8575
효성요양원,대구광역시,서구,노인,노인의료복지시설,노인요양공동생활가정,053-566-6501
혜인요양원3,대구광역시,서구,노인,노인의료복지시설,노인요양공동생활가정,053-568-0099
그린노인요양원,대구광역시,서구,노인,노인의료복지시설,노인요양공동생활가정,053-565-7890
