"시설명, 시도, 시군구, 시설유형(대), 시설유형(중), 시설유형(소), 연락처에 대한 조회리스트 정보 표 입니다.",,,,,,
시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
센트럴힐링요양원,인천광역시,미추홀구,노인,노인의료복지시설,노인요양공동생활가정,328722279
그린2요양원,인천광역시,미추홀구,노인,노인의료복지시설,노인요양공동생활가정,324229114
가람요양원,인천광역시,미추홀구,노인,노인의료복지시설,노인요양공동생활가정,328866700
용현노인문화센터,인천광역시,미추홀구,노인,노인여가복지시설,노인복지관,032-862-3910
주안노인문화센터,인천광역시,미추홀구,노인,노인여가복지시설,노인복지관,328673312
남구노인복지센터,인천광역시,미추홀구,노인,노인여가복지시설,노인복지관,032-861-3001
관교노인복지관,인천광역시,미추홀구,노인,노인여가복지시설,노인복지관,324213600
미추홀노인복지관,인천광역시,미추홀구,노인,노인여가복지시설,노인복지관,032-861-3001
미추홀재가노인지원서비스센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-876-8182
아리아케어 방문요양 미추홀 주안센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328762227
(주)주안씨니어주야간보호센터(학익점),인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328660574
성운복지용구,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328729995
시잡인재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324418361
부모사랑요양센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324238850
주안노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-432-2072
김간호사 재활주간보호 재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,327249434
고운재가요양센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328650111
효심노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324372377
태양노인주야간보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328865006
효담채주야간보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328334828
인일휴노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328818456
하임재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324298090
하람재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324373373
보훈의료기,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328911775
그린1단기노인요양시설,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-422-9114
인천어르신재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,7075437234
신기의료기(인천점),인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328722407
예사랑재가노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324337934
온유한재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328732553
안심재가노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-876-7033
한빛재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,322126206
희망나눔재가노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328858319
성은노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324332989
학익돌봄의집,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-876-0310
더나은재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-562-9832
가희노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,322132405
두리재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328621847
가가호호노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324338377
돌보미재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,327158428
공감재가센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,325285330
인천통합복지 사회적협동조합,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328641006
효방문요양센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,327193901
한방재활주간보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,325820002
햇살재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324273962
수정노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324211204
고은재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328728999
백암시니어복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,7045594360
참고은재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,327100951
그린1단기보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324229113
소망재가노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,327778808
주안이음재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,322443490
세종재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,322446033
사랑드림노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-865-0008
금강방문요양센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,325223094
미추홀돌봄의집,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-883-0310
대한어머니회 재가노인지원서비스센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-868-9207
지안노인주간보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328739949
바른방문요양센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,322158182
한마음복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324658088
행복재가노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328722006
그린2단기노인요양시설,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-422-9114
현주재가노인복지센타,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324231580
새보미재가노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324370095
신화노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,032-432-8775
소울노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328744090
가연노인복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328890529
경인노인주야간보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328689998
해사랑재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328890102
재활도울주야간보호센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,324233723
진재가복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,328649902
정다운복지센터,인천광역시,미추홀구,노인,재가노인복지시설,재가노인복지시설,322211005
