시도,시군구,센터명,장소/위치,이용정원,연락처
전라남도,여수시,여수시노인복지관,전라남도 여수시 학동서4길 58-16 (학동)3층,20명,1566-6105
서울특별시,성북구,상월곡 실버복지센터,서울특별시 성북구 화랑로18길 6 (상월곡동)3층 새로 배움터,10명,1544-9782
전라남도,영암군,영암삼호읍종합복지회관,전라남도 영암군 삼호읍 세가래로 88 삼호복지회관 1층 경로당,10명,070-5117-4057
전라남도,목포시,목포시종합사회복지관,전라남도 목포시 고하대로 712 (산정동)목포시종합사회복지관 2층(나눔터),10명,1566-6105
충청북도,제천시,제천시종합사회복지관,"충청북도 제천시 용두대로23길 14 (하소동, 하소주공4단지아파트)2층 정보화교실",15명,043-900-5006
전라남도,순천시,순천용당노인복지관,전라남도 순천시 용당신흥길 66 (용당동)2층,20명,1566-6105
전라북도,전주시,완산구청,전라북도 전주시 완산구 서원로 232 (효자동1가)완산구청 3층,10명,1899-6222
서울특별시,동작구,시립동작노인종합복지관,서울특별시 동작구 상도로11길 7 (대방동)지하 1층,6명,1544-9782
경상북도,울진군,울진군 직산1리마을회관,경상북도 울진군 평해읍 제장로 133 ,10명,054-841-2182
경상북도,영덕군,영덕군 예주고을체험마을,경상북도 영덕군 영해면 예주8길 14-7 예주고을 ,15명,054-841-2182
충청남도,태안군,태안 교육문화센터 전산교육장,충청남도 태안군 태안읍 백화로 180 교육문화센터 3층 전산교육장,15명,041-415-1097~8
충청남도,공주시,공주시장애인종합복지관,충청남도 공주시 의당로 23 (신관동)공주시장애인종합복지관 2층 강당,15명,041-415-1097~8
경기도,안산시,선부종합사회복지관,"경기도 안산시 단원구 화정로 9 (선부동, 주공아파트)선부2동 선부종합사회복지관 2층",10명,1600-6813
세종특별자치시,대평로,세종장애인평생교육원,세종특별자치시 대평로 71 (대평동)5층 509호 한국언어심리협회,10명,044 868 6024
경상남도,김해시,삼방동어울림센터,경상남도 김해시 인제로230번길 46 (삼방동)3층 사무실,10명,055-213-2778
광주광역시,북구,북구청 디지털배움터,광주광역시 북구 용봉로138번길 10 (중흥동)효죽제2공영주차장 1층,20명,062-224-0096
부산광역시,남구,대연5동 행정복지센터,부산광역시 남구 진남로46번길 7 (대연동)대현5동 행정복지센터,15명,070-5029-0817
경기도,수원시,권선구청,경기도 수원시 권선구 호매실로 12 (탑동)권선구청 2층 정보화교육장,10명,1600-6813
경상북도,영덕군,영덕군 예주고을체험마을,경상북도 영덕군 영해면 예주8길 14-7 예주고을 ,15명,054-841-2182
부산광역시,강서구,더 힐 시그니처 커뮤니티센터,"부산광역시 강서구 명지국제7로 110 (명지동, 더 힐 시그니처)더 힐 시그니처 커뮤니티센터",10명,051-987-0201 
대구광역시,달서구,이곡2동 행정복지센터,대구광역시 달서구 계대동문로 77 (이곡동),10명,053-214-1801
전라남도,여수시,동여수노인복지관,전라남도 여수시 국동5길 7 (국동)1층,20명,1566-6105
전라북도,군산시,군산 희망루배움터,"전라북도 군산시 월명로 584 (해망동, 희망루)1층",6명,1899-6222
충청북도,제천시,제천시종합사회복지관,"충청북도 제천시 용두대로23길 14 (하소동, 하소주공4단지아파트)2층 정보화교실",15명,043-900-5006
경상북도,울진군,울진군 직산1리마을회관,경상북도 울진군 평해읍 제장로 133 ,10명,054-841-2182
세종특별자치시,대평로,세종장애인평생교육원,세종특별자치시 대평로 71 (대평동)5층 509호 한국언어심리협회,10명,044 868 6024
경기도,양평군,양동면 주민자치센터,경기도 양평군 양동면 학둔지아래길 24 1층 정보화교육장,10명,1600-6813
서울특별시,마포구,가좌행복주택(커뮤니티센터),"서울특별시 마포구 성암로 28 (성산동, 가좌행복주택)행복주택 2층",10명,1544-9782
경기도,수원시,자연생태교육연구소,경기도 수원시 권선구 효원로 106 (세류동)연구소 3층,20명,1600-6813
전라남도,목포시,목포다함께돌봄센터,"전라남도 목포시 남악1로16번길 43-14 (옥암동, 코아루 천년가아파트)1층(목포다함께돌봄센터)",20명,1566-6105
경기도,수원시,조원주공2단지 경로당,"경기도 수원시 장안구 금당로39번길 34 (조원동, 주공뉴타운)조원주공2단지 경로당 2층",10명,1600-6813
전라북도,전주시,금암노인복지관,전라북도 전주시 덕진구 삼송5길 12 (금암동)3층,20명,1899-6222
인천광역시,미추홀구,용현2동 행정복지센터,인천광역시 미추홀구 용마루로 56 (용현동)용현2동 행정복지센터 2층,10명,1644-5561
전라북도,익산시,전북장애인정보문화협회 익산지회,전라북도 익산시 중앙로 22-32 (중앙동1가)1층,15명,1899-6222
부산광역시,남구,남구도서관,부산광역시 남구 수영로267번길 61 (대연동)남구도서관,10명,070-5029-0817
대구광역시,달서구,송현1동 행정복지센터,대구광역시 달서구 중흥로8길 41 (송현동),10명,053-214-1801
대구광역시,달서구,달서구노인종합복지관,대구광역시 달서구 학산로 140 (본동)달서구노인종합복지관 교육장(1층 안쪽),15명,053-214-1801
인천광역시,미추홀구,용현2동 행정복지센터,인천광역시 미추홀구 용마루로 56 (용현동)용현2동 행정복지센터 2층,10명,1644-5561
전라남도,순천시,순천남부노인복지관,전라남도 순천시 장평로 60 (풍덕동)102동 101호 (순천남부노인복지관),20명,1566-6105
부산광역시,영도구,영도구 마을기업 동삼희망 커뮤니티 복합문화공간,부산광역시 영도구 동삼로 69 (동삼동)2층,10명,070-5029-0817
경기도,수원시,조원주공2단지 경로당,"경기도 수원시 장안구 금당로39번길 34 (조원동, 주공뉴타운)조원주공2단지 경로당 2층",10명,1600-6813
서울특별시,영등포구,여의도어르신복지센터,서울특별시 영등포구 여의대방로 372 (여의도동)2층,20명,1544-9782
대구광역시,달서구,송현1동 행정복지센터,대구광역시 달서구 중흥로8길 41 (송현동),10명,053-214-1801
전라남도,완도군,완도군청,전라남도 완도군 완도읍 청해진남로 51 5층 전산교육장,10명,1566-6105
제주특별자치도,제주시,봉아름작은도서관,제주특별자치도 제주시 번영로 503 (봉개동)봉아름작은도서관,10명,1899-8723
경상남도,창녕군,창녕군 부곡면복지회관,경상남도 창녕군 부곡면 부곡로 26,5명,055-213-2775
경상북도,포항시,포항시 송도동새마을금고 본점,경상북도 포항시 남구 송도로 43 (송도동)새마을금고 3층 정보화교육장,8명,054-841-2182
경상북도,포항시,포항시 구룡포읍민복지회관,경상북도 포항시 남구 구룡포읍 구룡포길65번길 7 3층,7명,054-841-2182
부산광역시,남구,대연파크 프루지오 시니어클럽,"부산광역시 남구 홍곡로 360 (대연동, 대연파크푸르지오)대연파크 푸르지오 시니어클럽",10명,051-987-0201 
서울특별시,종로구,서울노인복지센터,서울특별시 종로구 삼일대로 467 (경운동)별관 2층 노년설계교실 또는 본관 2층(인생교실),10명,1544-9782
경기도,안산시,선부3동 행정복지센터,경기도 안산시 단원구 선삼로 47 (선부동)선부3동 행정복지센터,10명,1600-6813
부산광역시,영도구,한울마당작은도서관,부산광역시 영도구 와치로161번길 37 (동삼동)작은도서관,10명,070-5029-0817
서울특별시,강북구,강북청소년문화정보도서관,서울특별시 강북구 삼양로54길 68 (미아동)3층 상상공작소,10명,1544-9782
경상남도,창녕군,창녕군 성곡정보이용센터,경상남도 창녕군 성산면 연당대산로 38,9명,055-213-2777
세종특별자치시,보람로,도담풍경채 작은도서관,"세종특별자치시 보람로 15 (도담동, 도램마을9단지)도담풍경채 작은도서관",10명,044-868-6024
부산광역시,북구,화명도서관,부산광역시 북구 화명대로12번길 59 (화명동)화명도서관,24명,070-5029-0817
대구광역시,북구,대현힘찬어르신문화센터,"대구광역시 북구 대현로17길 7 (대현동, 대현아파트)2층",10명,053-214-1801
강원도,춘천시,춘천호반장애인자립생활센터,강원도 춘천시 삭주로 3 (교동)춘천시청 별관 1층 호반장애인 자립생활센터,15명,033-910-0833
충청북도,진천군,문백면복지회관,충청북도 진천군 문백면 문진로 467-32 문백면 복지회관,15명,043-900-5006
제주특별자치도,제주시,봉아름작은도서관,제주특별자치도 제주시 번영로 503 (봉개동)봉아름작은도서관,10명,1899-8723
인천광역시,연수구,에듀메이커스페이스,인천광역시 연수구 송도과학로 32 (송도동)송도테크노파크IT센터 M동 2603호,10명,1644-5561
전라남도,순천시,순천한국복지정보통신,전라남도 순천시 중앙로 260 (석현동)5층,20명,1566-6105
서울특별시,금천구,롯데1차 경로당,"서울특별시 금천구 벚꽃로 40 (독산동, 금천 롯데캐슬 골드파크 1차)롯데1차 경로당",20명,1544-9782
서울특별시,강북구,강북청소년문화정보도서관,서울특별시 강북구 삼양로54길 68 (미아동)3층 상상공작소,10명,1544-9782
전라북도,전주시,금암노인복지관,전라북도 전주시 덕진구 삼송5길 12 (금암동)3층,20명,1899-6222
제주특별자치도,제주시,구좌읍다목적문화센터,제주특별자치도 제주시 구좌읍 일주동로 3116 구좌읍다목적문화센터 2층,10명,1899-8723
인천광역시,동구,동구청,인천광역시 동구 금곡로 67 (송림동)동구청정보화교육장 (  본관 5층 ),10명,1644-5561
전라남도,여수시,여수헤세드장애인자립생활센터,전라남도 여수시 허문정1길 50-3 (문수동),10명,1566-6105
강원도,춘천시,춘천호반장애인자립생활센터,강원도 춘천시 삭주로 3 (교동)춘천시청 별관 1층 호반장애인 자립생활센터,15명,033-910-0833
경기도,시흥시,거모종합사회복지관,경기도 시흥시 군자로466번길 37 (거모동)3층 꿈나무교실,10명,1600-6813
전라남도,목포시,목포어린이도서관,전라남도 목포시 옥암로186번길 30-7 (석현동)2층,10명,1566-6105
경기도,안산시,선부3동 행정복지센터,경기도 안산시 단원구 선삼로 47 (선부동)선부3동 행정복지센터,10명,1600-6813
대구광역시,달서구,달서구노인종합복지관,대구광역시 달서구 학산로 140 (본동)달서구노인종합복지관 교육장(1층 안쪽),15명,053-214-1801
대구광역시,북구,대현힘찬어르신문화센터,"대구광역시 북구 대현로17길 7 (대현동, 대현아파트)2층",10명,053-214-1801
경상북도,안동시,안동시도시재생지원센터,경상북도 안동시 태사길 37 (옥정동)2층 교육장,15명,054-841-2182
인천광역시,동구,동구청,인천광역시 동구 금곡로 67 (송림동)동구청정보화교육장 (  본관 5층 ),10명,1644-5561
서울특별시,노원구,노원구 평생교육원 장미실습장,"서울특별시 노원구 섬밭로 196 (하계동, 장미아파트)제3강의실 상가 지하 1층",10명,1544-9782
전라남도,여수시,여수헤세드장애인자립생활센터,전라남도 여수시 허문정1길 50-3 (문수동),10명,1566-6105
서울특별시,영등포구,여의도어르신복지센터,서울특별시 영등포구 여의대방로 372 (여의도동)2층,20명,1544-9782
부산광역시,남구,남구도서관,부산광역시 남구 수영로267번길 61 (대연동)남구도서관,10명,070-5029-0817
인천광역시,중구,영종1동행정복지센터,인천광역시 중구 하늘달빛로 120 (중산동)영종1동행정복지센터 (4층 컴퓨터실),10명,1644-5561
강원도,춘천시,춘천호반장애인자립생활센터,강원도 춘천시 삭주로 3 (교동)춘천시청 별관 1층 호반장애인 자립생활센터,15명,033-910-0833
전라남도,순천시,순천남부노인복지관,전라남도 순천시 장평로 60 (풍덕동)102동 101호 (순천남부노인복지관),20명,1566-6105
