,0
453,"음악/콘서트
공연/전시
유료
서울
[11월 11일] 앙상블 유포리아 정기연주회 Series Ⅰ Modern Nature : 21세기 작곡가가 그리는 자연의 풍경
제공유형
오프라인
장소
롯데콘서트홀
기간
2022-11-11~2022-11-11
문의처
예인예술기획 02-586-0945
자세히보기
예매 바로가기"
454,"음악/콘서트
공연/전시
유료
서울
노부스 콰르텟 베토벤 현악사중주 전곡 연주 4
제공유형
오프라인
장소
예술의전당 IBK챔버홀
기간
2022-11-11~2022-11-11
문의처
목프로덕션 02-338-3816
자세히보기
예매 바로가기"
455,"음악/콘서트
공연/전시
유료
인천
김선욱 & 유럽 챔버 오케스트라 [인천]
제공유형
오프라인
장소
아트센터 인천
기간
2022-11-11~2022-11-11
문의처
아트센터인천 032-453-7700
자세히보기
예매 바로가기"
456,"음악/콘서트
공연/전시
유료
서울
정신나간 작곡가와 키스하다 (11.11)
제공유형
오프라인
장소
국립극장 해오름극장
기간
2022-11-11~2022-11-11
문의처
오페라마예술경영연구소 02-560-7912
자세히보기
예매 바로가기"
457,"음악/콘서트
공연/전시
유료
서울
김효선 더블베이스 독주회
제공유형
오프라인
장소
예술의전당 리사이틀홀
기간
2022-11-11~2022-11-11
문의처
예인예술기획 02-586-0945
자세히보기
예매 바로가기"
458,"연극
공연/전시
유료
경남
사랑해요 당신 [창녕] (11.11)
제공유형
오프라인
장소
창녕문화예술회관
기간
2022-11-11~2022-11-11
문의처
창녕문화예술회관 055-530-1911
자세히보기
예매 바로가기"
459,"기타
공연/전시
무료
경기
신노이의 일루미네이션 [광명]
제공유형
오프라인
장소
광명시민회관
기간
2022-11-11~2022-11-11
문의처
광명문화재단 02-2621-8845
자세히보기
예매 바로가기"
460,"음악/콘서트
공연/전시
유료
충남
제51회 천안시립교향악단 정기연주회
제공유형
오프라인
장소
천안예술의전당
기간
2022-11-11~2022-11-11
문의처
천안시립교향악단 041-555-1346？
자세히보기
예매 바로가기"
461,"음악/콘서트
공연/전시
유료
울산
기타그룹 피에스타 리사이틀
제공유형
오프라인
장소
울산북구문화예술회관
기간
2022-11-11~2022-11-11
문의처
울산북구문화예술회관 052-241-7350
자세히보기
예매 바로가기"
462,"국악
공연/전시
유료
강원
대관령음악제, 4色 콘서트: 이자람 노인과 바다
제공유형
오프라인
장소
알펜시아 콘서트홀
기간
2022-11-11~2022-11-11
문의처
강원문화재단 033-240-1363
자세히보기
예매 바로가기"
463,"음악/콘서트
공연/전시
유료
광주
2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(광주)
제공유형
오프라인
장소
518기념문화센터
기간
2022-11-11~2022-11-11
문의처
070-8680-8477
자세히보기
예매 바로가기"
464,"연극
공연/전시
유료
서울
만 마디를 대신하는 말 한마디 2
제공유형
오프라인
장소
라이트 하우스
기간
2021-11-13~2022-11-12
문의처
1600-2238
자세히보기
예매 바로가기"
465,"관광
관광
무료
< 2022 서울 도시건축탐험 > 모집 안내
제공유형
오프라인
제공기관
서울시
기간
2022-08-22~2022-11-12
문의처
서울특별시 건축기획과 (☎ 02- 2133-7725) / 서울도시건축센터 (☎ 02-739-2974) / 서울도시건축탐험 운영사무국 (☎ 02-322-2018)
홈페이지 바로가기"
466,"음악/콘서트
공연/전시
유료
클래식 릴레이 시리즈, 음파 Eum.pa 시즌 3
제공유형
오프라인
장소
스페이스 미조 (스페이스 미조)
기간
2022-09-17~2022-11-12
문의처
스페이스 미조 055-867-8072
자세히보기
예매 바로가기"
467,"연극
공연/전시
유료
서울
클래스
제공유형
오프라인
장소
두산아트센터 space111
기간
2022-10-25~2022-11-12
문의처
두산아트센터 02-708-5001, 5013
자세히보기
예매 바로가기"
468,"무용/발레
공연/전시
유료
서울
제24회 생생 춤 페스티벌, 안무가 매칭 프로젝트
제공유형
오프라인
장소
한국예술종합학교 이어령예술극장 (구. 석관동 예술극장)
기간
2022-11-09~2022-11-12
문의처
한국현대무용협회 02-763-5351
자세히보기
예매 바로가기"
469,"무용/발레
공연/전시
유료
서울
한국명작무대제전
제공유형
오프라인
장소
남산골한옥마을
기간
2022-11-09~2022-11-12
문의처
서울남산국악당 02-2261-0500
자세히보기
예매 바로가기"
470,"연극
공연/전시
유료
서울
버거운 삶
제공유형
오프라인
장소
아르코예술극장 소극장
기간
2022-11-10~2022-11-12
문의처
02-3668-0007
자세히보기"
471,"뮤지컬/오페라
공연/전시
유료
전남
그린 피플
제공유형
오프라인
장소
순천문화예술회관
기간
2022-11-10~2022-11-12
문의처
순천문화예술회관 061-749-8624
자세히보기
예매 바로가기"
472,"연극
공연/전시
유료
서울
아시아연출가전, 버거운 삶
제공유형
오프라인
장소
아르코예술극장 소극장
기간
2022-11-10~2022-11-12
문의처
010-4156-4541
자세히보기
예매 바로가기"
473,"연극
공연/전시
유료
서울
제12회 서울미래연극제, 나는 사랑한다: 김명순전
제공유형
오프라인
장소
씨어터쿰
기간
2022-11-10~2022-11-12
문의처
서울연극협회 02-765-7500
자세히보기
예매 바로가기"
474,"무용/발레
공연/전시
유료
서울
I GO
제공유형
오프라인
장소
연희예술극장
기간
2022-11-11~2022-11-12
문의처
010-3430-2098
자세히보기
예매 바로가기"
475,"국악
공연/전시
유료
서울
2022 청춘, 청어람
제공유형
오프라인
장소
국립국악원 예악당
기간
2022-11-11~2022-11-12
문의처
02-580-3300
자세히보기"
476,"뮤지컬/오페라
공연/전시
무료
인천
사랑의 포스트 [인천]
제공유형
오프라인
장소
인천서구문화회관
기간
2022-11-11~2022-11-12
문의처
010-5515-2515
자세히보기
예매 바로가기"
477,"연극
공연/전시
유료
광주
제57회 광주시립창극단 정기공연 <망월, 달빛의 노래>
제공유형
오프라인
장소
빛고을시민문화관
기간
2022-11-11~2022-11-12
문의처
광주시립창극단 062-526-0363
자세히보기
예매 바로가기"
478,"뮤지컬/오페라
공연/전시
유료
포파이 리딩 쇼케이스 [여수]
제공유형
오프라인
장소
GS칼텍스 예울마루
기간
2022-11-11~2022-11-12
문의처
GS칼텍스 예울마루 1544-7669
자세히보기
예매 바로가기"
479,"무용/발레
공연/전시
유료
인천
제89회 인천시립무용단 정기공연
제공유형
오프라인
장소
인천문화예술회관
기간
2022-11-11~2022-11-12
문의처
인천시립무용단 032-420-2788
자세히보기
예매 바로가기"
480,"무용/발레
공연/전시
유료
강원
앰비규어스댄스컴퍼니, 얼이섞다 [춘천]
제공유형
오프라인
장소
춘천문화예술회관
기간
2022-11-11~2022-11-12
문의처
춘천문화재단 공연기획팀 033-259-5822,4
자세히보기
예매 바로가기"
481,"뮤지컬/오페라
공연/전시
유료
인천
올 더 웨이 [인천문화예술회관]
제공유형
오프라인
장소
인천문화예술회관
기간
2022-11-11~2022-11-12
문의처
인천문화예술회관 032-420-2000
자세히보기
예매 바로가기"
482,"뮤지컬/오페라
공연/전시
유료
서울
서울오페라페스티벌, 사랑의 묘약
제공유형
오프라인
장소
강동아트센터
기간
2022-11-11~2022-11-12
문의처
강동아트센터 02-440-0500
자세히보기
예매 바로가기"
483,"기타
공연/전시
유료
대구
제6회 대구국제컴퓨터음악제
제공유형
오프라인
장소
대구콘서트하우스 챔버홀
기간
2022-11-11~2022-11-12
문의처
다매체예술단ARS 010-8937-7716？
자세히보기
예매 바로가기"
484,"국악
공연/전시
유료
서울
창작악단 기획공연, 청춘 청어람
제공유형
오프라인
장소
국립국악원 예악당
기간
2022-11-11~2022-11-12
문의처
국립국악원 02-580-3300
자세히보기
예매 바로가기"
485,"뮤지컬/오페라
공연/전시
유료
경기
백만송이의 사랑 [하남]
제공유형
오프라인
장소
하남문화예술회관
기간
2022-11-11~2022-11-12
문의처
하남문화예술회관 031-790-7979
자세히보기
예매 바로가기"
486,"무용/발레
공연/전시
유료
울산
[집밖] 코리아 탭 오케스트라, 올 댓 리듬 [울산]
제공유형
오프라인
장소
울산문화예술회관
기간
2022-11-12~2022-11-12
문의처
울산문화예술회관 052-275-9623
자세히보기
예매 바로가기"
487,"무용/발레
공연/전시
유료
부산
신데렐라 [부산]
제공유형
오프라인
장소
영도문화예술회관
기간
2022-11-12~2022-11-12
문의처
영도문화예술회관 051-419-5571~4
자세히보기
예매 바로가기"
488,"음악/콘서트
공연/전시
유료
서울
청년예술인시리즈 with Trio N
제공유형
오프라인
장소
영산양재홀
기간
2022-11-12~2022-11-12
문의처
영산양재홀 02-571-7689
자세히보기
예매 바로가기"
489,"음악/콘서트
공연/전시
유료
경기
시민과 청소년을 위한 열린 가을 음악회
제공유형
오프라인
장소
성남아트센터 콘서트홀
기간
2022-11-12~2022-11-12
문의처
성남청소년오케스트라 사무국 010-3996-6148, 010-6338-9952
자세히보기
예매 바로가기"
490,"음악/콘서트
공연/전시
무료
인천
Vivaldi Recomposed: Tango & Minimalism
제공유형
오프라인
장소
인천학생교육문화회관
기간
2022-11-12~2022-11-12
문의처
인천학생교육문화회관 032-760-3538
자세히보기
예매 바로가기"
491,"음악/콘서트
공연/전시
유료
경기
로맨틱 애프터눈 콘서트 [과천]
제공유형
오프라인
장소
과천시민회관 소극장
기간
2022-11-12~2022-11-12
문의처
과천문화재단 02-2009-9772
자세히보기
예매 바로가기"
492,"뮤지컬/오페라
공연/전시
유료
경북
슈퍼 루나틱 [김천]
제공유형
오프라인
장소
김천문화예술회관
기간
2022-11-12~2022-11-12
문의처
김천문화예술회관 054-420-7824
자세히보기
예매 바로가기"
493,"무용/발레
공연/전시
유료
서울
춤방 가는 길
제공유형
오프라인
장소
서울돈화문국악당
기간
2022-11-12~2022-11-12
문의처
댄스오리진 010-8928-3038 / 010-8892-7492
자세히보기
예매 바로가기"
494,"뮤지컬/오페라
공연/전시
유료
인천
도서관에 간 사자 [인천]
제공유형
오프라인
장소
트라이보울 공연장
기간
2022-11-12~2022-11-12
문의처
트라이보울 032-832-7996
자세히보기
예매 바로가기"
495,"음악/콘서트
공연/전시
유료
서울
Einsamkeit 고독
제공유형
오프라인
장소
북서울 꿈의숲아트센터
기간
2022-11-12~2022-11-12
문의처
브레멘예술기획 02-875-8224
자세히보기
예매 바로가기"
496,"음악/콘서트
공연/전시
무료
서울
2022 이웃사랑 나눔콘서트
제공유형
오프라인
장소
여의도 KBS홀
기간
2022-11-12~2022-11-12
문의처
KBS강태원복지재단 담당자 Tel. 02-781-2943, E-mail. kbsktw@daum.net
자세히보기
예매 바로가기"
497,"국악
공연/전시
유료
서울
심소라의 춘향가: 시작, 그 길에서
제공유형
오프라인
장소
정효아트센터
기간
2022-11-12~2022-11-12
문의처
심소라 010-4160-7133
자세히보기
예매 바로가기"
498,"음악/콘서트
공연/전시
무료
서울
11월 토요일은 삼각산청이좋아 <우리동네 재즈클럽>
제공유형
오프라인
장소
삼각산시민청
기간
2022-11-12~2022-11-12
문의처
삼각산시민청 공연 담당자 02-900-0036, 0043
자세히보기
예매 바로가기"
499,"기타
공연/전시
유료
위사 페스티벌: NFF
제공유형
오프라인
장소
OHHO (OHHO)
기간
2022-11-12~2022-11-12
문의처
멜론티켓 1899-0042
자세히보기
예매 바로가기"
500,"음악/콘서트
공연/전시
무료
경기
Journey Piano Duo, 박선아 음민아 피아노 듀오 콘서트
제공유형
오프라인
장소
성남아트센터
기간
2022-11-12~2022-11-12
문의처
성남아트센터 031-783-8000
자세히보기
예매 바로가기"
501,"음악/콘서트
공연/전시
유료
Nostalgic Autumn, 사랑과 그리움이 노래되어 [대구]
제공유형
오프라인
장소
오푸스라움 (살롱콘서트홀)
기간
2022-11-12~2022-11-12
문의처
프란츠클래식 0507-1338-2389
자세히보기
예매 바로가기"
502,"음악/콘서트
공연/전시
유료
경기
애니메이션 OST 스페셜 콘서트 [수원]
제공유형
오프라인
장소
경기아트센터
기간
2022-11-12~2022-11-12
문의처
경기아트센터 031-230-3440
자세히보기
예매 바로가기"
503,"국악
공연/전시
유료
전남
제834회 전남도립국악단 토요가무악희 시즌 3, 그린국악
제공유형
오프라인
장소
남도소리울림터
기간
2022-11-12~2022-11-12
문의처
전남도립국악단 061-981-6923
자세히보기
예매 바로가기"
504,"음악/콘서트
공연/전시
유료
서울
박수원 하프 독주회
제공유형
오프라인
장소
예술의전당 리사이틀홀
기간
2022-11-12~2022-11-12
문의처
영음예술기획 02-581-5404
자세히보기
예매 바로가기"
505,"음악/콘서트
공연/전시
유료
서울
구로 클래식 페스타, 필레오오케스트라 & 구로여성합창단 & 느티나무합창단 (11.12)
제공유형
오프라인
장소
구로아트밸리예술극장
기간
2022-11-12~2022-11-12
문의처
구로문화재단 02-2029-1725, 1700
자세히보기
예매 바로가기"
506,"음악/콘서트
공연/전시
유료
인천
Wanderers' Society Piano Trio: Emotional flow
제공유형
오프라인
장소
엘림아트센터
기간
2022-11-12~2022-11-12
문의처
엘림아트센터 032-289-4275
자세히보기
예매 바로가기"
